Type,IP,Name,ID,Time,Page,Message,LogNumber
"Low Urgency",127.0.0.1,Dennis,4,"04-03-2022 11:28:45",product,"Product sjaal added to cart",LogMsg-3012
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:05:12",product,"Tried to add sjaal, while already in cart",LogMsg-5181
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:05:33",product,"Tried to add sjaal, while already in cart",LogMsg-8776
"Low Urgency",127.0.0.1,Dennis,4,"07-03-2022 21:07:27",product,"Tried to add sjaal, while already in cart",LogMsg-3346
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:43:09",product,"Rated product with ID: 1 ",LogMsg-2647
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:43:42",product,"Rated product with ID: 1 ",LogMsg-5863
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:47:08",product,"Rated product with ID: 1 ",LogMsg-6777
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:47:23",product,"Rated product with ID: 1 ",LogMsg-2302
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 08:49:48",product,"Rated product with ID: 2 ",LogMsg-9806
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:03:47",product,"Rated product with ID: 1 ",LogMsg-132606
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:04:11",product,"Rated product with ID: 2 ",LogMsg-434564
"Low Urgency",127.0.0.1,Test,5,"09-03-2022 09:23:40",product,"Rated product with ID: 1 ",LogMsg-727456
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:38:55",product,"Rated product with ID: 1 ",LogMsg-170686
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:39:10",product,"Rated product with ID: 1 ",LogMsg-775092
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 10:47:55",product,"Rated product with ID: 4 ",LogMsg-441492
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:03",product,"Rated product with ID: 1 ",LogMsg-453894
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:17",product,"Rated product with ID: 1 ",LogMsg-579720
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:46",product,"Rated product with ID: 1 ",LogMsg-988948
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:48:51",product,"Rated product with ID: 1 ",LogMsg-214487
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:10",product,"Rated product with ID: 1 ",LogMsg-712873
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:16",product,"Rated product with ID: 1 ",LogMsg-733973
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:49:41",product,"Rated product with ID: 1 ",LogMsg-213572
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 11:50:42",product,"Rated product with ID: 1 ",LogMsg-783097
"Low Urgency",127.0.0.1,Dennis,4,"09-03-2022 12:10:20",product,"Rated product with ID: 3 ",LogMsg-746427
"Low Urgency",127.0.0.1,Dennis,4,"10-03-2022 11:47:46",product,"Rated product with ID: 1 ",LogMsg-773699
"Low Urgency",127.0.0.1,Dennis,4,"10-03-2022 11:55:08",product,"Rated product with ID: 1 ",LogMsg-652423,0.01609
"Low Urgency",127.0.0.1,Dennis,4,"10-03-2022 13:22:43",product,"Rated product with ID: 2 ",LogMsg-872453,0.01881
"Low Urgency",127.0.0.1,Dennis,4,"10-03-2022 13:28:49",product,"Rated product with ID: 2 ",LogMsg-920995,0.01961
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 09:09:58",product,"Rated product with ID: 2 ",LogMsg-107260,0.04108
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 09:10:01",product,"Rated product with ID: 2 ",LogMsg-714622,0.01124
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 09:12:32",product,"Rated product with ID: 3 ",LogMsg-954023,0.01926
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:24:22",product,"Rated product with ID: 2 ",LogMsg-523831,0.01809
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:24:23",product,"Rated product with ID: 2 ",LogMsg-936106,0.01144
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:24:25",product,"Rated product with ID: 2 ",LogMsg-890023,0.01223
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:24:30",product,"Rated product with ID: 2 ",LogMsg-260043,0.02979
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:25:13",product,"Rated product with ID: 2 ",LogMsg-135672,0.01898
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:33:25",product,"Rated product with ID: 1 ",LogMsg-443790,0.02019
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:34:16",product,"Rated product with ID: 1 ",LogMsg-374823,0.0121
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:34:16",product,"Rated product with ID: 1 ",LogMsg-853551,0.01087
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:34:39",product,"Rated product with ID: 1 ",LogMsg-115794,0.02084
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:35:35",product,"Rated product with ID: 1 ",LogMsg-303609,0.02762
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:35:50",product,"Rated product with ID: 1 ",LogMsg-596903,0.01406
"Low Urgency",127.0.0.1,guest,0,"22-03-2022 12:35:59",product,"Rated product with ID: 1 ",LogMsg-224441,0.0121
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:36:15",product,"Rated product with ID: 1 ",LogMsg-860013,0.01648
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:36:42",product,"Rated product with ID: 1 ",LogMsg-590695,0.02126
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:36:43",product,"Rated product with ID: 1 ",LogMsg-773184,0.02662
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:36:45",product,"Rated product with ID: 1 ",LogMsg-980119,0.01245
"Low Urgency",127.0.0.1,Dennis,4,"22-03-2022 12:43:33",product,"Rated product with ID: 1 ",LogMsg-692104,0.04728
